clase,imagen,objeto_id,caract_1_solidez,caract_2_circularidad,caract_3_proporcion,caract_4_rugosidad,caract_5_porc_rojo,caract_6_porc_naranja,caract_7_porc_verde,caract_8_saturacion,caract_9_brillo
onion,onion_018.jpg,1,0.8630578233617229,0.44126805026437016,1.0692307692307692,0.06841602419672098,0.29039007850444454,0.7096048304161449,0.0,181.25097494170714,162.8445998920691
onion,onion_019.jpg,1,0.8560577791152573,0.415320080501606,1.3374233128834356,0.05240659757863802,0.4822097815826612,0.5177715263044759,9.346056431488734e-06,181.36832808396497,126.76925053973476
onion,onion_020.jpg,1,0.869521574762091,0.4442936114540184,1.520884520884521,0.040083357071108376,0.10780965391621129,0.8921124532643083,5.991755344645767e-05,182.22534991851214,159.97026291822453
onion,onion_021.jpg,1,0.8971989812381874,0.6269107581689956,0.7850799289520426,0.05513042417158253,0.07414032865658195,0.9257682690361627,9.140230725538458e-05,167.03904837140675,175.50075406903485
onion,onion_022.jpg,1,0.8142555710153491,0.38819099698526216,0.7738619676945668,0.054033645996263736,0.11589564875941787,0.8841043512405822,0.0,182.0782634304366,165.2424031217022
onion,onion_023.jpg,1,0.9659757914905265,0.7514509167642072,1.0,0.096592653228282,0.4122489411121738,0.5877510588878262,0.0,183.71064182265337,164.64383795600492
onion,onion_024.jpg,1,0.9083104818721293,0.5024380742939581,1.627296587926509,0.06950289279923279,0.657919517860506,0.342080482139494,0.0,177.55994726599283,132.89590683658736
onion,onion_025.jpg,1,0.8983499648769697,0.6114264962399898,1.0681399631675874,0.06913839046803036,0.29532580654109686,0.7046520014424811,0.0,178.91385614025356,168.7520818885406
onion,onion_026.jpg,1,0.8513835633052516,0.48680387761690586,1.3963963963963963,0.051376739930252116,0.2298895724528636,0.7700938302204124,1.6597326723909003e-05,174.13995972382048,171.92302159865451
onion,onion_027.jpg,1,0.856948819965193,0.49399628009165836,1.2110266159695817,0.0521293885828527,0.24204143506821627,0.7579411405969577,1.7424334826018017e-05,177.33609363837536,165.44655085292118
onion,onion_028.jpg,1,0.8319815980143906,0.4460027699671225,1.0016949152542374,0.051132154596796264,0.3536440131977119,0.6463169403174479,0.0,179.47741160851993,157.7145262685227
onion,onion_029.jpg,1,0.8896319273559076,0.5392284985325196,1.0095087163232963,0.05755291981822113,0.3034193617349787,0.6965648023880503,1.1876907728303858e-05,189.24361913132296,162.53174499487312
onion,onion_030.jpg,1,0.8132646675233969,0.2113332492455043,1.1041322314049586,0.0455997102045212,0.23157499325019662,0.7684132679613246,1.17387884787704e-05,184.2908441362795,162.8043065701999
onion,onion_031.jpg,1,0.8021070447028865,0.38470561990064783,0.8047182175622543,0.05085359314415358,0.22384602850691723,0.7760337055112856,0.00011250688619734483,171.93409812152296,172.93304288452137
onion,onion_032.jpg,1,0.9172337182567362,0.6152476292474688,1.2293577981651376,0.008062668754623735,0.3467698838618385,0.6532301161381615,0.0,180.46416125365988,155.14988822736888
onion,onion_033.jpg,1,0.8805374437513687,0.47791360496719043,1.0745454545454545,0.04750176497015596,0.20194607809407394,0.7980458267391454,8.095166780673598e-06,186.44962580091556,165.79461752360754
onion,onion_034.jpg,1,0.6300513637951765,0.2730876457397258,1.0065104166666667,0.052671359528898204,0.41499544752780965,0.5849491310716124,5.542140057796604e-05,172.71605637148173,167.74793555282847
onion,onion_035.jpg,1,0.8446038705677995,0.31526200644741664,1.0650887573964498,0.05357342185782156,0.31595941101113034,0.6839822185083577,5.8370480511939834e-05,176.2640772702277,167.94400427640574
onion,onion_036.jpg,1,0.8604132137897078,0.40888168409531533,1.1728045325779037,0.050657934666061666,0.26485074605231496,0.7351028702793746,4.638366831038791e-05,185.00418322708575,164.8185412916112
onion,onion_037.jpg,1,0.8468388279003458,0.46159571915751946,1.2266666666666666,0.06079129160561022,0.511826158405963,0.48817384159403704,0.0,184.91110206297503,164.10720940810518
onion,onion_038.jpg,1,0.7293059471940666,0.24724072229278732,1.6546610169491525,0.06003499558664298,0.2630158546670342,0.7369441307498733,4.001458309250482e-05,181.52340408504432,174.82618998924053
onion,onion_039.jpg,1,0.9177228931456568,0.6425809329458579,1.0588235294117647,0.06161853555542164,0.09869656123493038,0.9013034387650696,0.0,177.22821299879888,182.29034209706836
onion,onion_040.jpg,1,0.8896277871348421,0.522210845336147,1.1268939393939394,0.05717810671808901,0.07911564215479279,0.920643059660976,0.00024129818423116367,183.43085298908125,184.10136534555912
onion,onion_041.jpg,1,0.8837273653450278,0.516476756635192,1.1310861423220975,0.05755180658873539,0.055703761368598934,0.9440873791938026,0.00020885943759849622,180.85918127100462,184.57424478326087
onion,onion_042.jpg,1,0.8287184854965511,0.47046412206694843,1.1482820976491863,0.0507085383528471,0.0441557144024923,0.9557716237204698,7.266187703793859e-05,177.38033042988582,185.43090763767154
onion,onion_043.jpg,1,0.8724757339767932,0.5039907379223644,1.2281746031746033,0.060298974954912175,0.23557564587899316,0.7643994487613734,2.4905359633393106e-05,185.82683718536228,166.42807332137875
onion,onion_044.jpg,1,0.886700726351098,0.5176209627341942,1.685,0.060847970277911674,0.1591018804378333,0.8408925063149032,0.0,180.2317934325007,166.0767050238563
onion,onion_045.jpg,1,0.9018391061548581,0.4846721086459123,1.1688073394495413,0.06554501273956702,0.04873119138655862,0.9512688086134414,0.0,185.89760600353821,176.55784778101162
onion,onion_046.jpg,1,0.8675079813864637,0.5096679611259581,1.1142857142857143,0.05359455958549223,0.07837417170319667,0.9216121750527926,1.365324401077696e-05,175.3203870239569,186.7528080171849
onion,onion_047.jpg,1,0.9013582960693595,0.5722561472719526,1.5574837310195229,0.06214082004098772,0.16887866025052078,0.8311031465191802,1.819323029900574e-05,172.65891786666182,176.52151349482858
onion,onion_048.jpg,1,0.9293349329096617,0.6435745539632831,1.0436590436590436,0.0488043146433296,0.03837528033889858,0.9615693440761968,5.5375584904615557e-05,165.92015394412604,197.39406373729824
onion,onion_049.jpg,1,0.8888005119529087,0.49736748341034137,1.0530612244897959,0.06689345378119416,0.03699035058265307,0.9628555229565858,0.00015412646076105445,168.52612718735722,187.9180322454574
onion,onion_050.jpg,1,0.9407075682937752,0.6571719200724937,1.363238512035011,0.07066970412634718,0.03904809787162728,0.960840176526451,0.00010241513509487366,178.43434724317078,177.520427164218
onion,onion_051.jpg,1,0.8971318001504022,0.5566765652539106,1.2023121387283238,0.04859865161198898,0.1447563909630297,0.8552244385441928,1.4377869583137634e-05,178.6132353082136,178.01912735916878
onion,onion_052.jpg,1,0.8978797495827988,0.5662124830850657,1.6168224299065421,0.06954732731345448,0.3308275500711101,0.66916710330742,0.0,174.06688623458837,170.41225659505758
onion,onion_053.jpg,1,0.8414904990741557,0.38183240449319195,1.0511247443762781,0.07440395301699156,0.08145595267567463,0.9185440473243254,0.0,180.09960649927683,186.73243253807968
onion,onion_054.jpg,1,0.9338148742643124,0.6801203642173849,1.386138613861386,0.05259237591486308,0.05595233064277564,0.9440355950519497,1.207430527466026e-05,183.0201520155034,187.35389788760028
onion,onion_055.jpg,1,0.9205680831369106,0.6069240644431884,1.2434077079107506,0.0750721099647808,0.13975354333150697,0.8601585841147099,8.78725537831719e-05,175.36001385284965,184.95779532931533
onion,onion_056.jpg,1,0.8170942837969168,0.39349008269494656,1.2797074954296161,0.055213411337613906,0.09741032548527567,0.9024881910104067,0.00010148350431766181,174.41537659605876,191.6749760129899
onion,onion_057.jpg,1,0.8344767758714653,0.4097608683598877,1.7655913978494624,0.06619779147799022,0.19394967136615132,0.806046202659603,4.125974245668758e-06,186.58196041540307,179.08181394331737
onion,onion_058.jpg,1,0.8880537751844024,0.4621574803824536,1.4079207920792078,0.048984218969976755,0.10080984238106087,0.8990037488867256,0.00018640873221350014,186.62501190944678,177.03550464986228
onion,onion_059.jpg,1,0.8992461929897847,0.5066414000812199,1.359840954274354,0.06730616959144589,0.08840207289391408,0.9114394620754637,0.00015846503062229647,182.1634502548289,180.7100946507345
onion,onion_060.jpg,1,0.9233726359238082,0.5948970318529652,1.2380952380952381,0.05403115367528179,0.06923500780604279,0.9306869317660024,7.346863807512168e-05,177.4644503627514,190.68054458627972
onion,onion_061.jpg,1,0.8516755463738176,0.4932981325210179,1.1454219030520647,0.0640225920034317,0.09857505570236799,0.9011295922068501,0.0002901704751541531,170.82474221462252,198.23803824032333
onion,onion_062.jpg,1,0.8760790686476819,0.44802200914898627,1.2428571428571429,0.07157123018112403,0.055199259123527286,0.9447165503682097,8.419050826305077e-05,171.17675549590686,191.77024905533298
onion,onion_063.jpg,1,0.8851344380805367,0.5679309895126353,1.011437908496732,0.04350406744468642,0.047759574698925895,0.9522230660735598,1.735922751437561e-05,172.42641640447,197.31077357057612
onion,onion_064.jpg,1,0.8633670794208665,0.47641190504289693,1.556043956043956,0.06513279685670029,0.0914369197417409,0.9085442292285216,1.8851029737499413e-05,175.7151373768792,187.25176492765917
onion,onion_065.jpg,1,0.803776355816637,0.3013404874655288,1.4587525150905432,0.06253915222384632,0.1595251756033104,0.8404313582307532,4.346616593643508e-05,180.32805219417205,190.0057462271368
onion,onion_066.jpg,1,0.84211811418922,0.40014426122667757,1.21301775147929,0.049811263491340886,0.03715671316477768,0.9625980819529206,0.0002452048823016565,178.1781549694856,201.48940170008717
onion,onion_067.jpg,1,0.916617240568941,0.6008904588188536,1.183673469387755,0.06043365727401475,0.05303145188195687,0.9469129436979973,5.560442004589892e-05,176.28525067483545,193.27731440761073
onion,onion_068.jpg,1,0.9038192047855096,0.5920129021662408,1.2807424593967518,0.0823719988429274,0.12339253088631838,0.876554596671386,5.287244229560395e-05,176.94634034578579,195.27367951075368
onion,onion_069.jpg,1,0.9017271293079866,0.48517784287358795,1.4634831460674158,0.08391997805796354,0.04142214463170617,0.9583428456321762,0.00023500973611763915,174.04164372524005,200.4816155240717
onion,onion_070.jpg,1,0.9077571466152228,0.5901490238981111,1.1150627615062763,0.07753889623444603,0.03679558477083346,0.9629634092702942,0.00024100595887233312,180.05529881726326,199.81070186960372
onion,onion_071.jpg,1,0.9204670609830716,0.6085859244502739,1.537313432835821,0.05316138753171359,0.07653563416126487,0.9234510645467363,1.3301291998829486e-05,185.43105940357006,185.5726738257176
onion,onion_072.jpg,1,0.920674002472288,0.657627040346732,0.9719827586206896,0.07271593389460555,0.20140679422807256,0.7985932057719275,0.0,174.18674514859546,185.49581015063103
onion,onion_073.jpg,1,0.8424291327532978,0.4903124803554082,1.2932790224032586,0.06627631604518738,0.1117009816649081,0.888299018335092,0.0,170.3503831089554,189.19718372104586
onion,onion_074.jpg,1,0.8757921076158084,0.3982958386613472,1.236734693877551,0.04500511805266533,0.0649851898393322,0.9349531011578853,6.170900278251504e-05,176.14962750201957,199.4831814917871
onion,onion_075.jpg,1,0.8137305699481865,0.3450129868779931,1.2979591836734694,0.06444361391415085,0.0702052246004928,0.9297176025709577,7.717282854953669e-05,176.33255425525465,189.40199877625943
cashew,cashew_001.jpg,1,0.982359729105974,0.7833305528907522,0.972027972027972,0.03913639325110647,0.6902996830213912,0.2988536047476066,0.0,151.25177617323877,185.98863892085822
cashew,cashew_002.jpg,1,0.9674442875560194,0.6929120518134627,1.3098290598290598,0.06626181093618129,0.6170328040143961,0.3647656763973633,1.289973039563473e-05,155.79029553282336,194.2148127604133
cashew,cashew_003.jpg,1,0.9612382276227217,0.674146835108404,1.3468085106382979,0.05443153974639777,0.7459955271772599,0.249252908955369,0.0,156.49782517097202,183.90732829870677
cashew,cashew_004.jpg,1,0.9570468538392379,0.6550148106475279,1.5124716553287982,0.05450994265397067,0.7960623960612039,0.18497082262900333,0.0,155.19712458349974,192.20572579827976
cashew,cashew_005.jpg,1,0.9719464493373442,0.7766363531729911,0.9529411764705882,0.061411488615538766,0.8718973440606771,0.10985212593655769,0.0,143.98436327245435,181.15304899727428
cashew,cashew_006.jpg,1,0.9551086829460369,0.6801684660759743,1.3614718614718615,0.0614594773915312,0.6547310612178969,0.32573736068486514,6.460991762235503e-06,150.2773509933775,183.6946406073332
cashew,cashew_007.jpg,1,0.9585730234878606,0.6422721605303584,1.5462962962962963,0.06657463385220799,0.8882647880172633,0.0822924600152323,6.3467885250063465e-06,152.28474232038587,185.50697512058898
cashew,cashew_008.jpg,1,0.955742733033365,0.6481918611776335,1.807909604519774,0.06128393259744829,0.7412506534239415,0.236075535807632,4.573967590172504e-05,146.60663878724517,174.953783324621
cashew,cashew_009.jpg,1,0.9416881433565272,0.654100855898415,1.4043956043956043,0.06396324423525486,0.6160952223962197,0.3348718371383829,1.373664111651419e-05,161.79048874969092,184.06684249567294
cashew,cashew_010.jpg,1,0.9683771157939353,0.6762541266557385,1.3655913978494623,0.08227954492833604,0.7790377847442687,0.16259833908842067,6.627739741915815e-06,146.0154492613384,184.60295199528105
cashew,cashew_011.jpg,1,0.9736297526251864,0.7051516323603588,1.2980972515856237,0.07496233881486487,0.8307760842587584,0.14787284818786395,6.363954561364432e-06,154.1845992299615,184.994138797849
cashew,cashew_012.jpg,1,0.9760616603685639,0.7373158153445354,1.0898345153664302,0.07215049545477803,0.804502858085083,0.1839548752335935,4.809277783884797e-05,141.69939265691985,182.90004259646037
cashew,cashew_013.jpg,1,0.9737792171219375,0.7109630051710079,1.3940677966101696,0.12553898475660014,0.787307222254554,0.18726066461037072,2.9098527614502704e-05,136.49680498166794,181.9583949252168
cashew,cashew_014.jpg,1,0.9641051832827457,0.6878260327795104,1.535632183908046,0.11768445333761174,0.630822812363953,0.3267397156119127,1.2263393158252957e-05,144.69407739427422,176.42532513321112
cashew,cashew_015.jpg,1,0.968519257326991,0.7183421436798963,1.1495535714285714,0.08251793454840427,0.8679476591131988,0.11658622825581996,0.00022582976307231715,140.72733959634542,185.6844642027564
cashew,cashew_016.jpg,1,0.9681430320594554,0.6943773833779661,1.390625,0.07254248366013072,0.6437520434185575,0.3419276793304126,0.0,151.98831491532073,181.18547701562807
cashew,cashew_017.jpg,1,0.9542609751530592,0.6775940027548825,1.4777777777777779,0.08336405475151328,0.6438855991547704,0.3302169586476326,6.142657067741222e-06,151.4135482444286,180.62129290645962
cashew,cashew_018.jpg,1,0.9707262542753362,0.6771442475343727,1.3805496828752644,0.08823823136554858,0.744002815304307,0.21733236883093185,3.910144870867466e-05,142.74698104231427,184.91082914621987
cashew,cashew_019.jpg,1,0.9800991072111678,0.7803755846139997,0.9701834862385321,0.06624413413356312,0.7961591841476164,0.18825011158053057,7.948202177807397e-05,152.10945897199176,186.52091294273015
cashew,cashew_020.jpg,1,0.9616998935463567,0.683814036447219,1.8662613981762919,0.08398205985878322,0.8186904074530672,0.1271281659150138,9.363149763580469e-05,121.25556327148453,186.42003089839423
cashew,cashew_021.jpg,1,0.960659314583689,0.6848892581202949,1.8693009118541033,0.06711328529773236,0.7576547113123485,0.214404458926013,0.0,147.19036277135308,171.4134964726365
cashew,cashew_022.jpg,1,0.9690429438780122,0.7243788953153513,1.2903225806451613,0.07030722317837935,0.7914269373748928,0.16598798970546183,0.0,141.90431226765799,184.72726336860165
cashew,cashew_023.jpg,1,0.9728831779344763,0.7192942860532033,1.2672064777327936,0.08157692098506035,0.7813031520805346,0.19666630150887046,0.0,146.44484291488172,186.5261731655145
cashew,cashew_024.jpg,1,0.9791170555958039,0.7143840415049839,1.2623318385650224,0.10828746146929323,0.7443743995736535,0.2255008519918377,7.012278499652892e-06,147.44520956194296,185.2847756421494
cashew,cashew_025.jpg,1,0.9678892711719959,0.6746303068979043,1.5531400966183575,0.09033482586902429,0.7132229244720281,0.25262896858642253,6.702278104327661e-06,143.6080373719027,190.17477530612655
cashew,cashew_026.jpg,1,0.9718610832816961,0.6949573535521493,1.487695749440716,0.08201048742700512,0.8219115726931877,0.16036583174614583,0.0,152.26808495346248,203.2171512080593
cashew,cashew_027.jpg,1,0.9807102247822148,0.6803249341812905,1.4872389791183294,0.09062857975275289,0.8019861951450042,0.17044403176314757,0.0,150.07698503031875,192.36959603825954
cashew,cashew_028.jpg,1,0.9707470048257699,0.7048820608201921,1.3709327548806942,0.08524732073128276,0.5981283337059632,0.3681433453639529,0.0,148.04954485930563,201.29244626145837
cashew,cashew_029.jpg,1,0.9739652912166802,0.6763502179675309,1.4988558352402745,0.10660846881319322,0.7522801873022792,0.2379650360272896,0.0,139.66725446295894,204.60114389121145
cashew,cashew_030.jpg,1,0.9689271705072519,0.6832944137950837,1.310891089108911,0.06038078067641245,0.7864588198447193,0.19669437835521147,0.0,145.48314495612468,196.52364101916007
cashew,cashew_031.jpg,1,0.9755418849190838,0.7047141015008834,1.3301343570057582,0.05889291536960839,0.7020058030794739,0.2840273775944517,2.0219789107599607e-05,149.4719500975605,192.88585423554034
cashew,cashew_032.jpg,1,0.9696220872533842,0.6885705398513313,1.4198782961460445,0.06515664820936921,0.7440933423418741,0.23248791642846006,0.0,155.55764253417183,192.84094901512395
cashew,cashew_033.jpg,1,0.9743323709852039,0.696564680783675,1.3384615384615384,0.05616000740775036,0.7394364378992156,0.24813462700285552,5.163662275832511e-06,146.3099798100805,191.68798570698283
cashew,cashew_034.jpg,1,0.9538394219227477,0.6806773302115807,1.3846153846153846,0.049184149768493564,0.5561380449507234,0.4320526959858591,0.0,147.27646256036823,187.83045026262383
cashew,cashew_035.jpg,1,0.9610527462449872,0.658850319900277,1.4183266932270917,0.05605155984342256,0.7568538301693315,0.21176476971239142,2.1702213083179156e-05,138.48485456804457,188.8525551643129
cashew,cashew_036.jpg,1,0.9658238972882781,0.6965277492664559,1.4135802469135803,0.05290408003397171,0.7750506380660754,0.20913653503413773,5.288570869493937e-05,150.4284800118464,194.05420785141231
cashew,cashew_037.jpg,1,0.9670540274350929,0.6695777835587424,1.4662576687116564,0.06609461662234985,0.596088303016966,0.3858882632988573,3.220387197887426e-05,150.02320288976077,197.75239516297842
cashew,cashew_038.jpg,1,0.9749906766999865,0.7298744968785289,1.2723880597014925,0.10985436915986539,0.6793706446098491,0.2872874666460045,0.0,140.08803033458113,215.48425400853282
cashew,cashew_039.jpg,1,0.9654580204902703,0.7124505946685711,1.324577861163227,0.07653546952920694,0.8587946090411468,0.12543650283220664,0.0,136.42546937453253,211.71507858241984
cashew,cashew_040.jpg,1,0.9776842385052862,0.6993257043544333,1.4627450980392156,0.0787524110631177,0.7431673389376862,0.22540242017567008,9.424360085950164e-06,138.85834715572813,202.45695423530742
cashew,cashew_041.jpg,1,0.9786074891109048,0.7358243671444978,1.1978021978021978,0.07624504706906846,0.8236054027932613,0.1462610584537064,0.0,144.53861427826394,198.59705841542944
cashew,cashew_042.jpg,1,0.9674268499321972,0.7018257883251313,1.308139534883721,0.0637219330622132,0.7372026105631894,0.25252298838591297,1.0425571842615567e-05,140.72946683625597,196.2818501219792
cashew,cashew_043.jpg,1,0.9701705836894263,0.63087970777528,1.7799511002444988,0.07369922306270847,0.5964292279139267,0.3927730703777713,0.0,144.1734214068439,197.81699644820245
cashew,cashew_044.jpg,1,0.9667812232745241,0.6936195875382206,1.4733475479744136,0.06954489484447138,0.6665352757293566,0.32356113237089473,7.66447134308911e-05,151.71930516092652,199.51211807665567
cashew,cashew_045.jpg,1,0.9785557117695327,0.7636862080146835,1.0869565217391304,0.07537787747690007,0.7369936165317381,0.25150222859558347,7.491077591511539e-05,136.90137996350776,195.2154487423016
cashew,cashew_046.jpg,1,0.9720835235600837,0.7288581431467285,1.28,0.06770946627380411,0.643381384694126,0.3401310853048305,0.0,147.93403000352808,205.1413813151265
cashew,cashew_047.jpg,1,0.9574836503443812,0.6502248212799666,1.5948275862068966,0.045925174855159644,0.6452173913043479,0.3433628318584071,0.0,151.16960882390663,199.55508015903553
cashew,cashew_048.jpg,1,0.985102834094977,0.7897850966550628,0.9834710743801653,0.04469649898878379,0.6992374836961974,0.28311929366910804,5.0165546302799236e-06,148.10920036119194,198.02396408146885
cashew,cashew_049.jpg,1,0.9852417600639881,0.7868924958824112,0.981404958677686,0.04555174940102568,0.6972416384817738,0.28682951271451834,0.0,147.8778804960541,199.6309006639108
cashew,cashew_050.jpg,1,0.9672574195511492,0.6841433394459824,1.9078212290502794,0.06995102932543329,0.7864752819506976,0.20637255630346166,9.906041199225348e-06,140.52986423770537,191.36413616844231
cashew,cashew_051.jpg,1,0.9780444078636166,0.7271702936652625,1.2546816479400749,0.07797835681035004,0.7376009367910029,0.24958161547656801,0.0,142.15059403283647,201.01785269937304
cashew,cashew_052.jpg,1,0.9589880582086093,0.6643531259575489,1.4305835010060362,0.07042590321907737,0.7291625605543511,0.2542141679028226,2.074667275235734e-05,139.95389570647606,198.73260650823124
cashew,cashew_053.jpg,1,0.9657869531484949,0.707025955347477,1.4851063829787234,0.08874316711107157,0.8353978160785106,0.12611242836333478,0.0,137.62258774494688,198.18110386917735
cashew,cashew_054.jpg,1,0.9623996652927139,0.6658228569836271,1.5657015590200445,0.08044117055106066,0.812403339699383,0.16247186187690224,0.0,140.8179676707413,201.7545970400621
cashew,cashew_055.jpg,1,0.9389335850697667,0.5754928869493137,1.2222222222222223,0.07482949009418642,0.7339299661934545,0.20186740917844728,0.04618439175048742,134.8778015609442,190.7312886435049
cashew,cashew_056.jpg,1,0.9485654979510438,0.7046569851006567,1.1804788213627992,0.08882118009557734,0.7655657823497564,0.1396806166810509,0.030576744734570914,128.63047918219002,192.46953850772192
cashew,cashew_057.jpg,1,0.9589686945022206,0.704748843538858,0.9892933618843683,0.09164471754987094,0.8379255744794356,0.1046803970420481,0.04419902044800599,129.83050231834872,190.0106978882312
cashew,cashew_058.jpg,1,0.9459351004038816,0.6326965763900558,1.779527559055118,0.10237189164909478,0.7845052525896914,0.17710299677367064,0.026150523690251466,126.06762219003446,189.64337295216978
cashew,cashew_059.jpg,1,0.962539096701863,0.7178867745581645,0.9524793388429752,0.06299991753937495,0.6409621625238366,0.3124519086012512,0.036577342120816744,136.89152810768013,196.46022214044362
cashew,cashew_060.jpg,1,0.8568268454542572,0.3836767646113639,1.6843501326259946,0.054230225124317924,0.5285616770030513,0.46712096195471436,0.0009451520119485884,167.01784703706514,208.77222419939207
cashew,cashew_061.jpg,1,0.9634021016753944,0.7269826754915801,0.9247524752475248,0.04937443657984833,0.6883950871591523,0.29332852692020495,0.0126116847336303,154.69351391714088,205.25147668460488
cashew,cashew_062.jpg,1,0.9486678982045016,0.6190246750978236,1.660633484162896,0.085056266548985,0.6411773792972324,0.29578268154432996,0.029969222725274202,133.77425641391275,208.97921642722184
cashew,cashew_063.jpg,1,0.9850451475333926,0.7261232686332332,1.4338747099767981,0.06297933091715247,0.6941523736332833,0.3014578311850118,1.7466028574422747e-05,148.8926770764197,212.04361267335034
cashew,cashew_064.jpg,1,0.9577337278560486,0.7027977651212892,1.4234042553191488,0.07767814704641463,0.6352172970629674,0.3451555218380839,0.0,152.56940500704454,208.95991654925763
cashew,cashew_065.jpg,1,0.9794667506901933,0.7048532465401627,1.50836820083682,0.09313796827487955,0.6918979060276051,0.29882175598351074,0.0,140.60271437068027,206.28276318218175
cashew,cashew_066.jpg,1,0.9514671443007179,0.6869851644992747,1.4212678936605316,0.07292384974304511,0.7161720872033286,0.2729173236757241,0.0,151.84923040926154,198.75782561368885
cashew,cashew_067.jpg,1,0.9779988720940757,0.7369465629782176,1.209647495361781,0.07033580362927051,0.5707337295791214,0.41768258880581544,0.0,142.25506273891645,211.86531981662787
cashew,cashew_068.jpg,1,0.965204344274634,0.6798206348069805,1.5125,0.08028165052937311,0.6220349206019072,0.36146150726385956,0.0,144.4471511319558,210.39515500046795
cashew,cashew_069.jpg,1,0.9748257826201673,0.7077197593932737,1.4288659793814433,0.0724100049355984,0.6500477595692568,0.3437301557655672,0.0,140.68103011254183,212.5628425214918
cashew,cashew_070.jpg,1,0.9576745698219081,0.6940193016689771,1.5231788079470199,0.08388573152944727,0.6754483694948102,0.3136954144794457,0.0,148.59253693445334,220.3954719992538
cashew,cashew_071.jpg,1,0.9802345631147207,0.7415206365379727,1.2373540856031129,0.07074699647930388,0.6884260879710652,0.29432229187216935,1.0606590935607386e-05,142.50831026399806,223.28583701912368
cashew,cashew_072.jpg,1,0.9721893848313052,0.7456496622965836,1.2019230769230769,0.05820063385292025,0.7469141565015351,0.24962140071363373,1.037258318811717e-05,150.01359327026802,230.03515787071612
cashew,cashew_073.jpg,1,0.968749754856457,0.6932057124864622,1.2770137524557956,0.05898325946479953,0.6111574915287531,0.3870964221600179,0.00011458691417440129,133.15870287613154,237.01597123322802
